-1.000137 0.223038 0.223038
-0.999863 0.223100 0.223100
-0.999589 0.223161 0.223161
-0.999315 0.223222 0.223222
-0.999041 0.223283 0.223283
-0.998767 0.223344 0.223344
-0.998493 0.223405 0.223405
-0.998219 0.223467 0.223467
-0.997945 0.223528 0.223528
-0.997671 0.223589 0.223589
-0.997397 0.223650 0.223650
-0.997123 0.223712 0.223712
-0.996849 0.223773 0.223773
-0.996575 0.223834 0.223834
-0.996301 0.223896 0.223896
-0.996027 0.223957 0.223957
-0.995753 0.224018 0.224018
-0.995479 0.224080 0.224080
-0.995205 0.224141 0.224141
-0.994932 0.224203 0.224203
-0.994658 0.224264 0.224264
-0.994384 0.224325 0.224325
-0.994110 0.224387 0.224387
-0.993836 0.224448 0.224448
-0.993562 0.224510 0.224510
-0.993288 0.224571 0.224571
-0.993014 0.224633 0.224633
-0.992740 0.224694 0.224694
-0.992466 0.224756 0.224756
-0.992192 0.224818 0.224818
-0.991918 0.224879 0.224879
-0.991644 0.224941 0.224941
-0.991370 0.225002 0.225002
-0.991096 0.225064 0.225064
-0.990822 0.225126 0.225126
-0.990548 0.225187 0.225187
-0.990274 0.225249 0.225249
-0.990000 0.225311 0.225311
-0.989726 0.225373 0.225373
-0.989452 0.225434 0.225434
-0.989178 0.225496 0.225496
-0.988904 0.225558 0.225558
-0.988630 0.225620 0.225620
-0.988356 0.225682 0.225682
-0.988082 0.225743 0.225743
-0.987808 0.225805 0.225805
-0.987534 0.225867 0.225867
-0.987260 0.225929 0.225929
-0.986986 0.225991 0.225991
-0.986712 0.226053 0.226053
-0.986438 0.226115 0.226115
-0.986164 0.226177 0.226177
-0.985890 0.226239 0.226239
-0.985616 0.226301 0.226301
-0.985342 0.226363 0.226363
-0.985068 0.226425 0.226425
-0.984795 0.226487 0.226487
-0.984521 0.226549 0.226549
-0.984247 0.226611 0.226611
-0.983973 0.226673 0.226673
-0.983699 0.226735 0.226735
-0.983425 0.226797 0.226797
-0.983151 0.226859 0.226859
-0.982877 0.226922 0.226922
-0.982603 0.226984 0.226984
-0.982329 0.227046 0.227046
-0.982055 0.227108 0.227108
-0.981781 0.227170 0.227170
-0.981507 0.227233 0.227233
-0.981233 0.227295 0.227295
-0.980959 0.227357 0.227357
-0.980685 0.227420 0.227419
-0.980411 0.227482 0.227482
-0.980137 0.227544 0.227544
-0.979863 0.227607 0.227606
-0.979589 0.227669 0.227669
-0.979315 0.227731 0.227731
-0.979041 0.227794 0.227794
-0.978767 0.227856 0.227856
-0.978493 0.227919 0.227918
-0.978219 0.227981 0.227981
-0.977945 0.228043 0.228043
-0.977671 0.228106 0.228106
-0.977397 0.228168 0.228168
-0.977123 0.228231 0.228231
-0.976849 0.228293 0.228293
-0.976575 0.228356 0.228356
-0.976301 0.228419 0.228419
-0.976027 0.228481 0.228481
-0.975753 0.228544 0.228544
-0.975479 0.228606 0.228606
-0.975205 0.228669 0.228669
-0.974932 0.228732 0.228732
-0.974658 0.228794 0.228794
-0.974384 0.228857 0.228857
-0.974110 0.228920 0.228920
-0.973836 0.228983 0.228982
-0.973562 0.229045 0.229045
-0.973288 0.229108 0.229108
-0.973014 0.229171 0.229171
-0.972740 0.229234 0.229234
-0.972466 0.229296 0.229296
-0.972192 0.229359 0.229359
-0.971918 0.229422 0.229422
-0.971644 0.229485 0.229485
-0.971370 0.229548 0.229548
-0.971096 0.229611 0.229611
-0.970822 0.229674 0.229674
-0.970548 0.229737 0.229736
-0.970274 0.229800 0.229800
-0.970000 0.229863 0.229862
-0.969726 0.229925 0.229926
