-10.000000 2.000000 0.000000
-9.933333 2.000000 0.000000
-9.866667 2.000000 0.000000
-9.800000 2.000000 0.000000
-9.733333 2.000000 0.000000
-9.666667 2.000000 0.000000
-9.600000 2.000000 0.000000
-9.533333 2.000000 0.000000
-9.466667 2.000000 0.000000
-9.400000 2.000000 0.000000
-9.333333 2.000000 0.000000
-9.266667 2.000000 0.000000
-9.200000 2.000000 0.000000
-9.133333 2.000000 0.000000
-9.066667 2.000000 0.000000
-9.000000 2.000000 0.000000
-8.933333 2.000000 0.000000
-8.866667 2.000000 0.000000
-8.800000 2.000000 0.000000
-8.733333 2.000000 0.000000
-8.666667 2.000000 0.000000
-8.600000 2.000000 0.000000
-8.533333 2.000000 0.000000
-8.466667 2.000000 0.000000
-8.400000 2.000000 0.000000
-8.333333 2.000000 0.000000
-8.266667 2.000000 0.000000
-8.200000 2.000000 0.000000
-8.133333 2.000000 0.000000
-8.066667 2.000000 0.000000
-8.000000 2.000000 0.000000
-7.933333 2.000000 0.000000
-7.866667 2.000000 0.000000
-7.800000 2.000000 0.000000
-7.733333 2.000000 0.000000
-7.666667 2.000000 0.000000
-7.600000 2.000000 0.000000
-7.533333 2.000000 0.000000
-7.466667 2.000000 0.000000
-7.400000 2.000000 0.000000
-7.333333 2.000000 0.000000
-7.266667 2.000000 0.000000
-7.200000 2.000000 0.000000
-7.133333 2.000000 0.000000
-7.066667 2.000000 0.000000
-7.000000 2.000000 0.000000
-6.933333 2.000000 0.000000
-6.866667 2.000000 0.000000
-6.800000 2.000000 0.000000
-6.733333 2.000000 0.000000
-6.666667 2.000000 0.000000
-6.600000 2.000000 0.000000
-6.533333 2.000000 0.000000
-6.466667 2.000000 0.000000
-6.400000 2.000000 0.000000
-6.333333 2.000000 0.000000
-6.266667 2.000000 0.000000
-6.200000 2.000000 0.000000
-6.133333 2.000000 0.000000
-6.066667 2.000000 0.000000
-6.000000 2.000000 0.000000
-5.933333 2.000000 0.000000
-5.866667 2.000000 0.000000
-5.800000 2.000000 0.000000
-5.733333 2.000000 0.000000
-5.666667 2.000000 0.000000
-5.600000 2.000000 0.000000
-5.533333 2.000000 0.000000
-5.466667 2.000000 0.000000
-5.400000 2.000000 0.000000
-5.333333 2.000000 0.000000
-5.266667 2.000000 0.000000
-5.200000 2.000000 0.000000
-5.133333 2.000000 0.000000
-5.066667 2.000000 0.000000
-5.000000 2.000000 0.000000
-4.933333 2.000000 0.000000
-4.866667 2.000000 0.000000
-4.800000 2.000000 0.000000
-4.733333 2.000000 0.000000
-4.666667 2.000000 0.000000
-4.600000 2.000000 0.000000
-4.533333 2.000000 0.000000
-4.466667 2.000000 0.000000
-4.400000 1.991146 0.019631
-4.333333 1.971173 0.064076
-4.266667 1.951301 0.108520
-4.200000 1.931529 0.152965
-4.133333 1.911858 0.197409
-4.066667 1.892288 0.241854
-4.000000 1.872819 0.286298
-3.933333 1.853450 0.330742
-3.866667 1.834182 0.375187
-3.800000 1.815014 0.419631
-3.733333 1.795947 0.464076
-3.666667 1.776981 0.508520
-3.600000 1.758116 0.552965
-3.533333 1.739351 0.597409
-3.466667 1.720687 0.641854
-3.400000 1.702123 0.686298
-3.333333 1.683661 0.730742
-3.266667 1.665299 0.775187
-3.200000 1.647037 0.819631
-3.133333 1.628877 0.864076
-3.066667 1.610817 0.908520
-3.000000 1.592857 0.952965
-2.933333 1.574999 0.997409
-2.866667 1.557241 1.041854
-2.800000 1.539583 1.086298
-2.733333 1.522027 1.130742
-2.666667 1.504571 1.175187
-2.600000 1.487215 1.219631
-2.533333 1.469961 1.264076
-2.466667 1.453841 1.305834
-2.400000 1.453841 1.305834
-2.333333 1.453841 1.305834
-2.266667 1.453841 1.305834
-2.200000 1.453841 1.305834
-2.133333 1.453841 1.305834
-2.066667 1.453841 1.305834
-2.000000 1.453841 1.305834
-1.933333 1.453841 1.305834
-1.866667 1.453841 1.305834
-1.800000 1.453841 1.305834
-1.733333 1.453841 1.305834
-1.666667 1.453841 1.305834
-1.600000 1.453841 1.305834
-1.533333 1.453841 1.305834
-1.466667 1.453841 1.305834
-1.400000 1.453841 1.305834
-1.333333 1.453841 1.305834
-1.266667 1.453841 1.305834
-1.200000 1.453841 1.305834
-1.133333 1.453841 1.305834
-1.066667 1.453841 1.305834
-1.000000 1.453841 1.305834
-0.933333 1.453841 1.305834
-0.866667 1.453841 1.305834
-0.800000 1.453841 1.305834
-0.733333 1.453841 1.305834
-0.666667 1.453841 1.305834
-0.600000 1.453841 1.305834
-0.533333 1.453841 1.305834
-0.466667 1.453841 1.305834
-0.400000 1.453841 1.305834
-0.333333 1.453841 1.305834
-0.266667 1.453841 1.305834
-0.200000 1.453841 1.305834
-0.133333 1.453841 1.305834
-0.066667 1.453841 1.305834
0.000000 1.453841 1.305834
0.066667 1.453841 1.305834
0.133333 1.453841 1.305834
0.200000 1.453841 1.305834
0.266667 1.453841 1.305834
0.333333 1.453841 1.305834
0.400000 1.453841 1.305834
0.466667 1.453841 1.305834
0.533333 1.453841 1.305834
0.600000 1.453841 1.305834
0.666667 1.453841 1.305834
0.733333 1.453841 1.305834
0.800000 1.453841 1.305834
0.866667 1.453841 1.305834
0.933333 1.453841 1.305834
1.000000 1.453841 1.305834
1.066667 1.453841 1.305834
1.133333 1.453841 1.305834
1.200000 1.453841 1.305834
1.266667 1.453841 1.305834
1.333333 1.453841 1.305834
1.400000 1.453841 1.305834
1.466667 1.453841 1.305834
1.533333 1.453841 1.305834
1.600000 1.453841 1.305834
1.666667 1.453841 1.305834
1.733333 1.453841 1.305834
1.800000 1.453841 1.305834
1.866667 1.453841 1.305834
1.933333 1.453841 1.305834
2.000000 1.453841 1.305834
2.066667 1.453841 1.305834
2.133333 1.453841 1.305834
2.200000 1.453841 1.305834
2.266667 1.453841 1.305834
